"id","word","stem","lang","category","timestamp","profileid"
en:duly,duly,duly,en,0,1409713633473,""
en:cauldron,cauldron,cauldron,en,0,1409630975344,""
en:jumble,jumble,jumble,en,0,1409085812460,""
en:smattering,smattering,smattering,en,0,1408881684695,""
en:sop,sop,sop,en,0,1410092083262,""
en:heresiarch,heresiarch,heresiarch,en,0,1410121172182,""
en:lascivious,lascivious,lascivious,en,0,1410489224372,""
en:yelping,yelping,yelp,en,0,1410065372667,""
en:irae,irae,IRA,en,0,1411186805049,""
en:sage,sage,sage,en,0,1410089542256,""
en:custodian,custodian,custodian,en,0,1410229474697,""
en:Sederunt,Sederunt,sederunt,en,0,1411097389378,""
en:keg,keg,keg,en,0,1410121221086,""
en:Domine,Domine,dominee,en,0,1411097557910,""
en:Hibernian,Hibernian,Hibernian,en,0,1410090329424,""
en:paupers,paupers,pauper,en,0,1410833192104,""
en:clubbing,clubbing,clubbing,en,0,1410833674409,""
en:aping,aping,API,en,0,1411098567773,""
en:hasten,hasten,hasten,en,0,1410833112069,""
en:wretch,wretch,wretch,en,0,1410121071793,""
en:therewith,therewith,therewith,en,0,1410118801188,""
en:studded,studded,studded,en,0,1411098437401,""
en:sneering,sneering,sneer,en,0,1411098090546,""
en:vocative,vocative,vocative,en,0,1410089618841,""
en:balms,balms,balm,en,0,1410064794464,""
en:bustle,bustle,bustle,en,0,1411186862669,""
en:ebullient,ebullient,ebullient,en,0,1411268284114,""
en:abbess,abbess,abbess,en,0,1410087998234,""
en:dissuades,dissuades,dissuade,en,0,1410229817712,""
en:virtuous,virtuous,virtuous,en,0,1411004397491,""
en:prevaricators,prevaricators,prevaricator,en,0,1410833150410,""
en:sederunt,sederunt,sederunt,en,0,1411090860907,""
en:chalice,chalice,chalice,en,0,1411267225971,""
en:guise,guise,guise,en,0,1411098466789,""
en:fluxion,fluxion,fluxion,en,0,1410229781728,""
en:strumpets,strumpets,strumpet,en,0,1410121188468,""
en:infamous,infamous,infamous,en,0,1410087851824,""
en:prebend,prebend,prebend,en,0,1411098859987,""
en:tympanum,tympanum,tympanum,en,0,1410094652738,""
en:pallet,pallet,pallet,en,0,1411251955680,""
en:raiment,raiment,raiment,en,0,1410118786461,""
en:riven,riven,rive,en,0,1410916851091,""
en:bulwark,bulwark,bulwark,en,0,1410121060672,""
en:commiseration,commiseration,commiseration,en,0,1410121283147,""
en:simile,simile,simile,en,0,1410065010272,""
en:gloss,gloss,gloss,en,0,1411004974114,""
en:Super,Super,super,en,0,1411306665831,""
en:yesteryear,yesteryear,yesteryear,en,0,1411440308307,""
en:illuminate,illuminate,illuminate,en,0,1411307033769,""
en:succor,succor,succor,en,0,1411429748662,""
en:hoard,hoard,hoard,en,0,1411430576618,""
en:ineffable,ineffable,ineffable,en,0,1411440378835,""
en:Raven,Raven,raven,en,0,1411440866891,""
en:limber,limber,limber,en,0,1411440983420,""
en:concinnity,concinnity,concinnity,en,0,1411440795839,""
en:caliphs,caliphs,caliph,en,0,1411355693412,""
en:raven,raven,raven,en,0,1411362530060,""
en:scuttled,scuttled,scuttle,en,0,1411307260863,""
en:extolled,extolled,extol,en,0,1411440772766,""
en:pudenda,pudenda,pudendum,en,0,1411362274991,""
en:nadir,nadir,nadir,en,0,1411362362180,""
en:scansion,scansion,scansion,en,0,1411440804519,""
en:cento,cento,cento,en,0,1411440221966,""
en:two,two,two,en,0,1411441155618,""
en:acrostic,acrostic,acrostic,en,0,1411440239935,""
en:listless,listless,listless,en,0,1411430197474,""
en:rucksack,rucksack,rucksack,en,0,1411833483796,""
en:scarcer,scarcer,scarce,en,0,1411833324221,""
en:lofty,lofty,lofty,en,0,1411787612334,""
en:miscreants,miscreants,miscreant,en,0,1411834390480,""
en:pettifogging,pettifogging,pettifogging,en,0,1411702065112,""
en:cudgel,cudgel,cudgel,en,0,1411835041136,""
en:freebooters,freebooters,freebooter,en,0,1411833522217,""
en:artificers,artificers,artificer,en,0,1411834131536,""
en:trodden,trodden,trodden,en,0,1411702334728,""
en:shirker,shirker,shirker,en,0,1411833402824,""
en:poltroons,poltroons,poltroon,en,0,1411702095946,""
en:maimed,maimed,maim,en,0,1411833335711,""
en:rowdies,rowdies,rowdy,en,0,1411833594394,""
en:duffers,duffers,duffer,en,0,1411702496336,""
en:mutineering,mutineering,mutineer,en,0,1411787426894,""
en:booty,booty,booty,en,0,1411702111922,""
en:GDP,GDP,GDP,en,0,1411873365634,""
en:set,set,set,en,0,1412043304987,""
en:abetting,abetting,abet,en,0,1411880498848,""
en:readily,readily,readily,en,0,1412224235282,""
en:recourse,recourse,recourse,en,0,1412224297394,""
en:dovetail,dovetail,dovetail,en,0,1412224000132,""
en:extrinsic,extrinsic,extrinsic,en,0,1412223730974,""
en:buttress,buttress,buttress,en,0,1412223508646,""
en:colonies,colonies,colony,en,0,1412224408490,""
en:presumption,presumption,presumption,en,0,1412223811400,""
en:expedience,expedience,expedience,en,0,1412223546169,""
en:wont,wont,wont,en,0,1412223740663,""
en:eschewing,eschewing,eschew,en,0,1412223526782,""
en:high-flown,high-flown,high-flown,en,0,1412223721555,""
en:when,when,when,en,0,1412307984577,""
en:Antiochus,Antiochus,Antiochus,en,0,1412307580942,""
en:sagacious,sagacious,sagacious,en,0,1412308008763,""
en:inchoate,inchoate,inchoate,en,0,1412307935389,""
en:entreaty,entreaty,entreaty,en,0,1412562558034,""
en:conjoined,conjoined,conjoin,en,0,1412566080316,""
en:mire,mire,mire,en,0,1412568019175,""
en:Prince,Prince,Prince,en,0,1412910391898,""
en:prudent,prudent,prudent,en,0,1412910396397,""
en:controvert,controvert,controvert,en,0,1412568027163,""
en:autarchic,autarchic,autarchic,en,0,1413423829285,""
en:catered,catered,cater,en,0,1413424151187,""
en:handmaid,handmaid,handmaid,en,0,1413459459488,""
en:effected,effected,effect,en,0,1413459412548,""
en:strife,strife,strife,en,0,1413422083788,""
en:bartered,bartered,barter,en,0,1413171411249,""
en:knuckle,knuckle,knuckle,en,0,1413152235836,""
en:serried,serried,serried,en,0,1413254600110,""
en:ensconced,ensconced,ensconce,en,0,1413420834667,""
en:indomitably,indomitably,indomitably,en,0,1413153023989,""
en:foreboded,foreboded,forebode,en,0,1413340938319,""
en:contumely,contumely,contumely,en,0,1413171262392,""
en:Dorten,Dorten,Dort,en,0,1413420926503,""
en:plebiscite,plebiscite,plebiscite,en,0,1413254745193,""
en:astray,astray,astray,en,0,1414031398565,""
en:innocuous,innocuous,innocuous,en,0,1413862632205,""
en:Chauvinist,Chauvinist,chauvinist,en,0,1416253130363,""
en:ruff,ruff,ruff,en,0,1416074587135,""
en:ringleaders,ringleaders,ringleader,en,0,1416253808021,""
en:contriving,contriving,contrive,en,0,1416141397552,""
en:ponderous,ponderous,ponderous,en,0,1416076805143,""
en:painstaking,painstaking,painstaking,en,0,1416253510775,""
en:glaring,glaring,glaring,en,0,1416249906383,""
en:nescience,nescience,nescience,en,0,1416075316512,""
en:cajolery,cajolery,cajolery,en,0,1416180452982,""
en:truism,truism,truism,en,0,1416075279731,""
en:dauntless,dauntless,dauntless,en,0,1416142247736,""
en:dumpling,dumpling,dumpling,en,0,1416074840432,""
en:jubilee,jubilee,jubilee,en,0,1416074479991,""
en:blear-eyed,blear-eyed,blear-eyed,en,0,1416075479898,""
en:protagonist,protagonist,protagonist,en,0,1416250418206,""
en:buffets,buffets,buffet,en,0,1416252105525,""
en:panegyrics,panegyrics,panegyric,en,0,1416241084471,""
en:yoke,yoke,yoke,en,0,1416141054053,""
en:usurers,usurers,usurer,en,0,1416253913717,""
en:drudge,drudge,drudge,en,0,1416180366740,""
en:carrion,carrion,carrion,en,0,1416253829307,""
en:windbag,windbag,windbag,en,0,1416252754123,""
en:retort,retort,retort,en,0,1416253843784,""
en:spouters,spouters,spouter,en,0,1416141888434,""
en:raillery,raillery,raillery,en,0,1416252776092,""
en:limed,limed,lime,en,0,1416141375080,""
en:filial,filial,filial,en,0,1416267398372,""
en:incumbent,incumbent,incumbent,en,0,1416240717202,""
en:handiwork,handiwork,handiwork,en,0,1416253778882,""
en:whetted,whetted,whet,en,0,1416141880237,""
en:ape,ape,ape,en,0,1416240350087,""
en:exactions,exactions,exaction,en,0,1416252388590,""
en:mountebanks,mountebanks,mountebank,en,0,1416250796540,""
en:wistfulness,wistfulness,wistfulness,en,0,1416343890633,""
en:greenhorn,greenhorn,greenhorn,en,0,1416269205604,""
en:advance,advance,advance,en,0,1416400100073,""
en:reassured,reassured,reassure,en,0,1416343741112,""
en:grizzled,grizzled,grizzled,en,0,1416346362399,""
en:hoary,hoary,hoary,en,0,1416346378852,""
en:thistles,thistles,thistle,en,0,1416269407593,""
en:Queer,Queer,queer,en,0,1416399799264,""
en:meekly,meekly,meekly,en,0,1416347176634,""
en:Scooted,Scooted,scoot,en,0,1416347704410,""
en:conjecture,conjecture,conjecture,en,0,1416399858795,""
en:inquest,inquest,inquest,en,0,1416347982513,""
en:mien,mien,mien,en,0,1416347775625,""
en:superciliousness,superciliousness,superciliousness,en,0,1416343970716,""
en:bugle,bugle,bugle,en,0,1416347281806,""
en:sinecure,sinecure,sinecure,en,0,1416401697409,""
en:stories,stories,storey,en,0,1416400110148,""
en:frumpy,frumpy,frumpy,en,0,1416400080837,""
en:helter-skelter,helter-skelter,helter-skelter,en,0,1416490090376,""
en:flung,flung,flung,en,0,1416401676315,""
en:remonstrated,remonstrated,remonstrate,en,0,1416508060191,""
en:that,that,that,en,0,1416400000682,""
en:waddle,waddle,waddle,en,0,1416401418665,""
en:swaggering,swaggering,swagger,en,0,1416401655901,""
en:abuts,abuts,abut,en,0,1416401059954,""
en:dexterous,dexterous,dexterous,en,0,1416507880629,""
en:quenched,quenched,quench,en,0,1416401891107,""
en:Exchequer,Exchequer,exchequer,en,0,1416401955694,""
en:supposing,supposing,suppose,en,0,1416400174019,""
en:under,under,under,en,0,1416400390060,""
en:meek,meek,meek,en,0,1416400896480,""
en:Pint,Pint,pint,en,0,1416605780367,""
en:dunghill,dunghill,dunghill,en,0,1416665902986,""
en:briars,briars,briar,en,0,1416605555032,""
en:prodigiously,prodigiously,prodigiously,en,0,1416677103051,""
en:undertook,undertook,undertook,en,0,1416607251175,""
en:retainers,retainers,retainer,en,0,1416487938267,""
en:conjuror,conjuror,conjuror,en,0,1416529862003,""
en:fawned,fawned,fawn,en,0,1416527997919,""
en:columbine,columbine,columbine,en,0,1416530153812,""
en:delve,delve,delve,en,0,1416593829571,""
en:file,file,file,en,0,1416607199991,""
en:whitewash,whitewash,whitewash,en,0,1416681161506,""
en:vicariously,vicariously,vicariously,en,0,1416677386203,""
en:pantaloon,pantaloon,pantaloon,en,0,1416530107471,""
en:saturnine,saturnine,saturnine,en,0,1416529693069,""
en:bolting,bolting,bolting,en,0,1416609296627,""
en:dissuading,dissuading,dissuade,en,0,1416677464647,""
en:cravat,cravat,cravat,en,0,1416638197300,""
en:pollards,pollards,pollard,en,0,1416605827793,""
en:flaxen,flaxen,flaxen,en,0,1416609015959,""
en:dikes,dikes,dike,en,0,1416638153153,""
en:Hark,Hark,hark,en,0,1416609485374,""
en:flounce,flounce,flounce,en,0,1416677306284,""
en:giddy,giddy,giddy,en,0,1416605991652,""
en:Hob,Hob,hob,en,0,1416679519259,""
en:squally,squally,squally,en,0,1416609031146,""
en:hunk,hunk,hunk,en,0,1416609141124,""
en:trifled,trifled,trifle,en,0,1416678122786,""
en:hob,hob,hob,en,0,1416683625490,""
en:dust-pan,dust-pan,dustpan,en,0,1416677129790,""
en:After,After,after,en,0,1416609010099,""
en:asunder,asunder,asunder,en,0,1416680727588,""
en:cask,cask,cask,en,0,1416679439378,""
en:chattered,chattered,chatter,en,0,1416605583526,""
en:rimy,rimy,rimy,en,0,1416638092620,""
en:reaping,reaping,reap,en,0,1416666169537,""
en:lamed,lamed,lame,en,0,1416605542436,""
en:ague,ague,ague,en,0,1416665796287,""
en:nob,nob,nob,en,0,1416679510961,""
en:imp,imp,imp,en,0,1416665853992,""
en:bellows,bellows,bellows,en,0,1416679605668,""
en:biled,biled,bile,en,0,1416678087316,""
en:thimble,thimble,thimble,en,0,1416609698208,""
en:dwelt,dwelt,dwell,en,0,1416677506567,""
en:sleet,sleet,sleet,en,0,1416680515255,""
en:gibbet,gibbet,gibbet,en,0,1416607371864,""
en:stragglers,stragglers,straggler,en,0,1416679874463,""
en:grazed,grazed,graze,en,0,1416677410054,""
en:snapped,snapped,snap,en,0,1416665937557,""
en:bib,bib,bib,en,0,1416609060195,""
en:wheelwright,wheelwright,wheelwright,en,0,1416677552647,""
en:goads,goads,goad,en,0,1416677773924,""
en:languid,languid,languid,en,0,1416490601810,""
en:impudence,impudence,impudence,en,0,1416400903443,""
en:boisterous,boisterous,boisterous,en,0,1416527559679,""
en:topsy-turvy,topsy-turvy,topsy-turvy,en,0,1416400242522,""
en:quaint,quaint,quaint,en,0,1416529897726,""
en:smothered,smothered,smother,en,0,1416605531107,""
en:grovelling,grovelling,grovel,en,0,1416680866699,""
en:mendacity,mendacity,mendacity,en,0,1416251527274,""
en:impudent,impudent,impudent,en,0,1416180295856,""
en:philistine,philistine,philistine,en,0,1416141608537,""
en:perjury,perjury,perjury,en,0,1416141753744,""
en:weal,weal,weal,en,0,1416254438448,""
en:effusions,effusions,effusion,en,0,1416250276689,""
en:mendacious,mendacious,mendacious,en,0,1416253549906,""
en:devolves,devolves,devolve,en,0,1416232871941,""
en:contriver,contriver,contriver,en,0,1417563098516,""
en:indentures,indentures,indenture,en,0,1417562197655,""
en:corrugated,corrugated,corrugated,en,0,1417560616532,""
en:suborned,suborned,suborn,en,0,1417561554573,""
en:linchpin,linchpin,linchpin,en,0,1417562027861,""
en:assented,assented,assent,en,0,1417560792071,""
en:myrmidons,myrmidons,Myrmidon,en,0,1417561526656,""
en:gloomy,gloomy,gloomy,en,0,1417561398823,""
en:remonstrances,remonstrances,remonstrance,en,0,1417562774682,""
en:ingratitude,ingratitude,ingratitude,en,0,1417573874371,""
en:fiendishly,fiendishly,fiendishly,en,0,1417563114834,""
en:fortitude,fortitude,fortitude,en,0,1417560961508,""
en:penitence,penitence,penitence,en,0,1417562009436,""
en:sut,sut,sue,en,0,1417562539612,""
en:vagaries,vagaries,vagary,en,0,1417563134026,""
en:countenances,countenances,countenance,en,0,1611804405972,""
en:chin,chin,chin,en,0,1631967025788,""
en:drudgeries,drudgeries,drudgery,en,0,1631967110075,""
en:besetting,besetting,beset,en,0,1631967492982,""
en:rag,rag,rag,en,0,1631967503928,""
en:milling,milling,Mill,en,0,1666640183613,""
en:tapered,tapered,taper,en,0,1666644277663,""
en:sustenance,sustenance,sustenance,en,0,1667155552064,""
en:squiggly,squiggly,squiggly,en,0,1667156283662,""
en:crook,crook,crook,en,0,1667156660911,""
en:deadhead,deadhead,deadhead,en,0,1667157087047,""
en:quiver,quiver,quiver,en,0,1667158039325,""
en:befuddled,befuddled,befuddle,en,0,1667159724527,""
en:frugal,frugal,frugal,en,0,1667182981188,""
en:glee,glee,glee,en,0,1667183018500,""
en:obnoxious,obnoxious,obnoxious,en,0,1667183109069,""
en:oaf,oaf,oaf,en,0,1667183141711,""
en:slop,slop,slop,en,0,1667242647040,""
en:Inexorably,Inexorably,inexorably,en,0,1667242773488,""
en:burrowing,burrowing,burrow,en,0,1667243029778,""
en:harrumphed,harrumphed,harrumph,en,0,1667243476871,""
en:unravel,unravel,unravel,en,0,1667243566085,""
en:pouting,pouting,pout,en,0,1667244461760,""
en:shanty,shanty,shanty,en,0,1667309855427,""
en:straggler,straggler,straggler,en,0,1667310797142,""
en:Riveted,Riveted,rivet,en,0,1667312235379,""
en:lumbered,lumbered,lumber,en,0,1667312713492,""
en:slouching,slouching,slouch,en,0,1667313083696,""
en:piddle,piddle,piddle,en,0,1667313717667,""
en:gruesome,gruesome,gruesome,en,0,1667314105435,""
en:bedraggled,bedraggled,bedraggled,en,0,1667314652557,""
en:staid,staid,staid,en,0,1667315037317,""
en:doodling,doodling,doodle,en,0,1667322556071,""
en:hooting,hooting,hoot,en,0,1667323503099,""
en:scraggly,scraggly,scraggly,en,0,1667326523626,""
en:gnarly,gnarly,gnarly,en,0,1667326537428,""
en:winked,winked,wink,en,0,1667329543573,""
en:unstinting,unstinting,unstinting,en,0,1667415814499,""
en:buoyed,buoyed,buoy,en,0,1668253927106,""
en:communists,communists,communist,en,0,1668254271967,""
en:daubing,daubing,daub,en,0,1668254278331,""
en:flaunted,flaunted,flaunt,en,0,1668254605662,""
en:smokestack,smokestack,smokestack,en,0,1668254638927,""
en:reveled,reveled,revel,en,0,1668254713161,""
en:libertarian,libertarian,libertarian,en,0,1668255798355,""
en:heretofore,heretofore,heretofore,en,0,1668304411337,""
en:bountiful,bountiful,bountiful,en,0,1668379835088,""
en:litmus,litmus,litmus,en,0,1668380884876,""
en:prurient,prurient,prurient,en,0,1668654084147,""
en:fealty,fealty,fealty,en,0,1668654197514,""
en:vestigial,vestigial,vestigial,en,0,1668654217891,""
en:purveyors,purveyors,purveyor,en,0,1668654270370,""
en:the,the,the,en,0,1668654920632,""
en:egregious,egregious,egregious,en,0,1668654924702,""
en:misers,misers,miser,en,0,1671889782046,""
en:Verily,Verily,verily,en,0,1671890066732,""
en:FELT,FELT,felt,en,0,1671890369995,""
en:pudendum,pudendum,pudendum,en,0,1671890614025,""
en:ado,ado,ado,en,0,1671890685723,""
en:steeds,steeds,steed,en,0,1671890822044,""
en:brocade,brocade,brocade,en,0,1671891351243,""
en:twain,twain,twain,en,0,1671891469252,""
en:hew,hew,hew,en,0,1671891492189,""
en:whence,whence,whence,en,0,1671891537248,""
en:thither,thither,thither,en,0,1671891541704,""
en:crone,crone,crone,en,0,1671985657417,""
en:smote,smote,smote,en,0,1671985925801,""
en:disport,disport,disport,en,0,1671998073382,""
en:import,import,import,en,0,1671998398454,""
en:chieftain,chieftain,chieftain,en,0,1671998638484,""
en:heaving,heaving,heaving,en,0,1671998975013,""
en:kremlin,kremlin,kremlin,en,0,1672025679576,""
en:raucous,raucous,raucous,en,0,1672026523670,""
en:morrow,morrow,morrow,en,0,1672230177673,""
en:till,till,till,en,0,1672233661729,""
en:supplication,supplication,supplication,en,0,1672234700044,""
en:cleft,cleft,cleft,en,0,1672235016449,""
en:verdant,verdant,verdant,en,0,1672236157925,""
en:curtly,curtly,curtly,en,0,1672236432078,""
en:heartsick,heartsick,heartsick,en,0,1672282873890,""
en:mettle,mettle,mettle,en,0,1672283050150,""
en:posturing,posturing,posture,en,0,1672283515494,""
en:disported,disported,disport,en,0,1672316671162,""
en:puffed,puffed,puffed,en,0,1672318223783,""
en:paltry,paltry,paltry,en,0,1672318420025,""
en:fitfully,fitfully,fitfully,en,0,1672372489021,""
en:them,them,them,en,0,1678332590563,""
en:matting,matting,matting,en,0,1678512699231,""
en:rosebud,rosebud,rosebud,en,0,1680369358692,""
en:swagger,swagger,swagger,en,0,1680369512446,""
en:finagle,finagle,finagle,en,0,1680370468446,""
en:doozy,doozy,doozy,en,0,1680374179354,""
en:plink,plink,plink,en,0,1680380400284,""
en:ensnared,ensnared,ensnare,en,0,1680383995748,""
en:smorgasbord,smorgasbord,smorgasbord,en,0,1680384030449,""
en:sassy,sassy,sassy,en,0,1681479776970,""
en:Draped,Draped,drape,en,0,1681501338969,""
en:damsels,damsels,damsel,en,0,1681506191998,""
en:piddling,piddling,piddling,en,0,1681508373566,""
en:tryst,tryst,tryst,en,0,1681581648501,""
en:unrequited,unrequited,unrequited,en,0,1681583221551,""
en:gaudiness,gaudiness,gaudiness,en,0,1688650277831,""
en:smelters,smelters,smelter,en,0,1688650298173,""
en:dinginess,dinginess,dinginess,en,0,1688650317548,""
en:wobblies,wobblies,Wobblies,en,0,1688651048918,""
en:mucker,mucker,mucker,en,0,1688651485790,""
en:numbskull,numbskull,numbskull,en,0,1688652212957,""
en:guileless,guileless,guileless,en,0,1689038793591,""
en:gallon,gallon,gallon,en,0,1691712627689,""
en:gaff,gaff,gaff,en,0,1691763005703,""
en:though,though,though,en,0,1691763240054,""
en:broadside,broadside,broadside,en,0,1691763244100,""
en:chive,chive,chives,en,0,1691763436431,""
en:shuck,shuck,shuck,en,0,1691763458226,""
en:coyly,coyly,coyly,en,0,1694462752976,""
en:haymakers,haymakers,haymaker,en,0,1694463366168,""
en:sock,sock,sock,en,0,1694466187688,""
en:scolding,scolding,scolding,en,0,1694466748315,""
en:furl,furl,furl,en,0,1694466756704,""
en:quaffed,quaffed,quaff,en,0,1694466801474,""
en:inasmuch,inasmuch,inasmuch,en,0,1694468581776,""
en:vernacular,vernacular,vernacular,en,0,1694469721612,""
en:caboose,caboose,caboose,en,0,1694469853086,""
en:dissipated,dissipated,dissipated,en,0,1694470199831,""
en:gander,gander,gander,en,0,1694470229461,""
en:stilted,stilted,stilted,en,0,1694471046784,""
en:swiveled,swiveled,swivel,en,0,1694801366747,""
en:leered,leered,leer,en,0,1694801856082,""
en:yowling,yowling,yowl,en,0,1694802199033,""
en:wop,wop,wop,en,0,1694804857793,""
en:swarthy,swarthy,swarthy,en,0,1694804962235,""
en:snicked,snicked,snick,en,0,1694805066364,""
en:mooncalf,mooncalf,mooncalf,en,0,1694805306854,""
en:flitted,flitted,flit,en,0,1694807363496,""
en:stilts,stilts,stilt,en,0,1694807755837,""
en:sash,sash,sash,en,0,1694808338227,""
en:floozies,floozies,floozie,en,0,1695330291831,""
en:preening,preening,preen,en,0,1695330444768,""
en:uncanny,uncanny,uncanny,en,0,1695330644052,""
en:hasp,hasp,hasp,en,0,1695331163525,""
